C,S,Chiral_Centers,Mol_Weight,Formula
C00231,O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O,2,230.1098,C5H11O8P
C00232,O=CCCC(=O)O,0,102.0886,C4H6O3
C00233,CC(C)CC(=O)C(=O)O,0,130.1418,C6H10O3
C00234,Nc1nc2c(c(=O)[nH]1)N[C@@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,2,473.4393,C20H23N7O7
C00235,CC(C)=CCOP(=O)(O)OP(=O)(O)O,0,246.0921,C5H12O7P2
C00236,O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O,1,266.0371,C3H8O10P2
C00237,[C-]#[O+],0,28.0101,CO
C00238,[K+],0,39.0983,K
C00239,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,3,307.1971,C9H14N3O7P
C00240,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](O)[C@H]1O,12,0.0,C15H25O16P2R3
C00241,*C(N)=O,0,0.0,CH2NOR
C00242,Nc1nc2[nH]cnc2c(=O)[nH]1,0,151.1261,C5H5N5O
C00243,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,9,342.2965,C12H22O11
C00244,O=[N+]([O-])O,0,63.0128,HNO3
C00245,NCCS(=O)(=O)O,0,125.1469,C2H7NO3S
C00246,CCCC(=O)O,0,88.1051,C4H8O2
C00247,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,3,180.1559,C6H12O6
C00248,NC(=O)CCCCC1CCSS1,0,205.3408,C8H15NOS2
C00249,CCCCCCCCCCCCCCCC(=O)O,0,256.4241,C16H32O2
C00250,Cc1ncc(CO)c(C=O)c1O,0,167.162,C8H9NO3
C00251,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O,2,226.1828,C10H10O6
C00252,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,9,342.2965,C12H22O11
C00253,O=C(O)c1cccnc1,0,123.1094,C6H5NO2
C00254,O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1,2,226.1828,C10H10O6
C00255,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,3,376.3639,C17H20N4O6
C00256,C[C@@H](O)C(=O)O,1,90.0779,C3H6O3
C00257,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4,196.1553,C6H12O7
C00258,O=C(O)[C@H](O)CO,1,106.0773,C3H6O4
C00259,OC1OC[C@H](O)[C@H](O)[C@H]1O,3,150.1299,C5H10O5
C00261,O=Cc1ccccc1,0,106.1219,C7H6O
C00262,O=c1[nH]cnc2[nH]cnc12,0,136.1115,C5H4N4O
C00264,*C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,0.0,C24H37N7O18P3SR
C00265,O[C@@H](CS)[C@@H](O)CS,2,154.251,C4H10O2S2
C00266,O=CCO,0,60.052,C2H4O2
C00267,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5,180.1559,C6H12O6
C00268,C[C@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)C2=N1,3,239.2312,C9H13N5O3
C00269,*C(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(*)=O,5,0.0,C14H19N3O15P2R2
C00270,CC(=O)N[C@@H]1[C@@H](O)CC(O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,5,309.2699,C11H19NO9
C00272,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,3,241.2471,C9H15N5O3
C00273,O=C(CO)[C@@H](O)[C@H](O)C(=O)CO,2,178.14,C6H10O6
C00275,O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,4,260.1358,C6H13O9P
C00279,O=C[C@H](O)[C@H](O)COP(=O)(O)O,2,200.0838,C4H9O7P
C00280,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,5,286.4085,C19H26O2
C00282,[H][H],0,2.0159,H2
C00283,S,0,34.0809,H2S
C00284,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,292.2426,C10H16N2O8
C00286,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,3,507.181,C10H16N5O13P3
C00288,O=C([O-])O,0,61.0168,HCO3
C00291,[Ni],0,58.6934,Ni
C00292,Nc1ccccc1,0,93.1265,C6H7N
C00294,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4,268.2261,C10H12N4O5
C00295,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,0,156.0963,C5H4N2O4
C00296,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,4,192.1666,C7H12O6
C00297,*S*,0,0.0,SR2
C00299,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,4,244.2014,C9H12N2O6
C00300,CN(CC(=O)O)C(=N)N,0,131.1332,C4H9N3O2
C00301,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,8,559.3157,C15H23N5O14P2
C00302,NC(CCC(=O)O)C(=O)O,0,147.1293,C5H9NO4
C00303,NC(=O)CCC(N)C(=O)O,0,146.1445,C5H10N2O3
C00304,[1*]C[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H]([2*])[C@@H](O)[C@@H]1O,15,0.0,C18H33N3O10(R1)(R2)
C00305,[Mg+2],0,24.305,Mg
C00306,N=C(N)NCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,8,1060.2085,C50H73N15O11
C00307,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,4,488.324,C14H26N4O11P2
C00308,N=C(N)NOCC[C@H](N)C(=O)O,1,176.1738,C5H12N4O3
C00309,OCC1(O)OC[C@@H](O)[C@H]1O,2,150.1299,C5H10O5
C00310,OCC1(O)OC[C@@H](O)[C@@H]1O,2,150.1299,C5H10O5
C00311,O=C(O)CC(C(=O)O)C(O)C(=O)O,0,192.1235,C6H8O7
C00312,OCC1(O)OC[C@H](O)[C@H]1O,2,150.1299,C5H10O5
C00313,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)O,5,839.5537,C23H36N7O19P3S
C00314,Cc1ncc(CO)c(CO)c1O,0,169.1778,C8H11NO3
C00315,NCCCCNCCCN,0,145.2459,C7H19N3
C00318,C[N+](C)(C)C[C@H](O)CC(=O)[O-],1,161.1989,C7H15NO3
C00319,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,2,299.4919,C18H37NO2
C00320,O=S(=O)(O)[S-],0,113.1361,HS2O3
C00322,O=C(O)CCCC(=O)C(=O)O,0,160.1247,C6H8O5
C00323,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1,5,929.6763,C30H42N7O19P3S
C00324,N#C[Fe-3](C#N)(C#N)(C#N)(C#N)C#N,0,211.9494,C6FeN6
C00325,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,9,589.3417,C16H25N5O15P2
C00327,NC(=O)NCCC[C@H](N)C(=O)O,1,175.1857,C6H13N3O3
C00328,Nc1ccccc1C(=O)C[C@H](N)C(=O)O,1,208.2139,C10H12N2O3
C00329,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,4,179.1711,C6H13NO5
C00330,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,3,267.2413,C10H13N5O4
C00331,O=C(O)C(=O)Cc1c[nH]c2ccccc12,0,203.1941,C11H9NO3
C00332,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,851.6075,C25H40N7O18P3S
C00333,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,4,194.1394,C6H10O7
C00334,NCCCC(=O)O,0,103.1198,C4H9NO2
C00337,O=C1C[C@@H](C(=O)O)NC(=O)N1,1,158.1121,C5H6N2O4
C00339,*CO,0,0.0,CH3OR
C00341,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,0,314.2091,C10H20O7P2
C00342,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O,4,0.0,C10H14N4O4S2R4
C00343,*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O,4,0.0,C10H12N4O4S2R4
C00344,*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(*)=O,2,0.0,C8H13O10PR2
C00345,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,4,276.1352,C6H13O10P
C00346,NCCOP(=O)(O)O,0,141.063,C2H8NO4P
C00347,*CCC(=O)O,0,0.0,C3H5O2R
C00348,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O,0,847.2824,C55H91O4P
C00349,CC(C=O)C(=O)O,0,102.0886,C4H6O3
C00350,*C(=O)OCC(COP(=O)(O)OCCN)OC(*)=O,0,0.0,C7H12NO8PR2
C00351,*[C@H]1C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O[C@H]2C[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2C[C@H](*)O[C@@H]2COP(=O)(O)O)O1,9,0.0,C10H19O14P3R2(C5H8O5PR)n
C00352,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,4,259.151,C6H14NO8P
C00353,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,0,450.4432,C20H36O7P2
C00354,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,3,340.1157,C6H14O12P2
C00355,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1,197.1879,C9H11NO4
C00356,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O,6,911.6594,C27H44N7O20P3S
C00357,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,4,301.1877,C8H16NO9P
C00360,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,3,331.2218,C10H14N5O6P
C00361,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,3,427.2011,C10H15N5O10P2
C00362,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,3,347.2212,C10H14N5O7P
C00363,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,3,402.1884,C10H16N2O11P2
C00364,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,3,322.2085,C10H15N2O8P
C00365,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,3,308.1819,C9H13N2O8P
C00366,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,0,168.1103,C5H4N4O3
C00369,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](*)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,10,0.0,(C12H20O10)n
C00370,OC1CCC2C(CCC3C4CCCC4CCC23)C1,0,248.4036,C17H28O
C00371,C/C(=C\CNc1ncnc2[nH]cnc12)CO,0,219.2431,C10H13N5O
C00372,*OC[C@H]1O[C@H](OC[C@H]2OC(*)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,9,0.0,(C12H20O10)n
C00374,*O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](C(=O)O)O[C@@H](O[C@@H]4[C@@H](COS(=O)(=O)O)OC(*)[C@H](NC(C)=O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3O)[C@H](NS(=O)(=O)O)[C@H]2OS(=O)(=O)O)O[C@H]1C(=O)O,19,0.0,(C26H40N2O36S5)n
C00375,*CN,0,0.0,CH4NR
C00376,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,0,284.4357,C20H28O
C00378,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0,265.3546,C12H17N4OS
C00379,OC[C@H](O)[C@@H](O)[C@H](O)CO,3,152.1458,C5H12O5
C00380,Nc1cc[nH]c(=O)n1,0,111.102,C4H5N3O
C00381,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCO,0,0.0,C20H36O(C5H8)n
C00383,O=C(O)CC(=O)O,0,104.0615,C3H4O4
C00384,*[C@H]1[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]1O,10,0.0,C12H25N4O5R
C00385,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,152.1109,C5H4N4O2
C00386,NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,1,226.2325,C9H14N4O3
C00387,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,4,283.2407,C10H13N5O5
C00388,NCCc1c[nH]cn1,0,111.1451,C5H9N3
C00389,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,302.2357,C15H10O7
C00390,COc1c(O)c(C)c(C/C=C(\C)CCC=C(C)C)c(O)c1OC,0,0.0,C14H20O4(C5H8)n
C00392,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4,182.1718,C6H14O6
C00394,Nc1nc2c(ncn2C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,8,605.3411,C16H25N5O16P2
C00395,*C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,3,0.0,C9H11N2O4SR
C00396,c1cncnc1,0,80.088,C4H4N2
C00397,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,14,467.5145,C18H37N5O9
C00398,NCCc1c[nH]c2ccccc12,0,160.2157,C10H12N2
C00399,COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O,0,0.0,C14H18O4(C5H8)n
C00400,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,3,156.2652,C10H20O
C00401,*O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](*)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,10,0.0,(C14H21NO11)n
C00402,N[C@H](CC(=O)O)C(=O)O,1,133.1027,C4H7NO4
C00403,*C(N)C(=O)NC(*)C(=O)NC(*)C(=O)O,0,0.0,C4H6N2O3R2(C2H2NOR)n
C00404,O=P(O)(O)OP(=O)(O)OP(=O)(O)O,0,0.0,H4P2O7(HPO3)n
C00405,*[C@@H](N)C(=O)O,1,0.0,C2H4NO2R
C00406,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)ccc1O,5,943.7028,C31H44N7O19P3S
C00407,CC[C@H](C)[C@H](N)C(=O)O,2,131.1729,C6H13NO2
C00408,O=C(O)[C@@H]1CCCCN1,1,129.157,C6H11NO2
C00409,CS,0,48.1075,CH4S
C00410,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,6,314.4617,C21H30O2
C00411,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(OC)c1O,5,973.7288,C32H46N7O20P3S
C00412,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,1033.9961,C39H70N7O17P3S
C00413,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,15,581.5741,C21H39N7O12
C00414,O=C1CCCCC1,0,98.143,C6H10O
C00415,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,1,443.4133,C19H21N7O6
C00416,*C(=O)OCC(COP(=O)(O)O)OC(*)=O,0,0.0,C5H7O8PR2
C00417,O=C(O)/C=C(/CC(=O)O)C(=O)O,0,174.1082,C6H6O6
C00418,C[C@@](O)(CCO)CC(=O)O,1,148.1571,C6H12O4
C00419,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](O)[C@H]1O,12,0.0,C10H17O10PR2(C5H8O6PR)n
C00420,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,0,0.0,C12H22O11(C6H10O5)n
C00422,*C(=O)OCC(COC(*)=O)OC(*)=O,0,0.0,C6H5O6R3
C00423,O=C(O)/C=C/c1ccccc1,0,148.1586,C9H8O2
C00424,C[C@H](O)C=O,1,74.0785,C3H6O2
C00426,*OC[C@H]1O[C@@H](*)[C@H](NC(C)=O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O*)[C@H](O)[C@H]2O*)[C@H]1O*,10,0.0,(C14H18NO11R3)n
C00427,CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O,5,352.4651,C20H32O5
C00429,O=C1CCNC(=O)N1,0,114.1026,C4H6N2O2
C00430,NCC(=O)CCC(=O)O,0,131.1299,C5H9NO3
C00431,NCCCCC(=O)O,0,117.1463,C5H11NO2
C00433,O=CCCC(=O)C(=O)O,0,130.0987,C5H6O4
C00434,,0,0.0,C10H17O8PR2(C5H8O5PR)n. C10H17O7PR2(C5H8O6PR)n
C00436,NCCCCNC(N)=O,0,131.1762,C5H13N3O
C00437,CC(=O)N[C@@H](CCCN)C(=O)O,1,174.1977,C7H14N2O3
C00438,NC(=O)N[C@@H](CC(=O)O)C(=O)O,1,176.1274,C5H8N2O5
C00439,N=CN[C@@H](CCC(=O)O)C(=O)O,1,174.1546,C6H10N2O4
C00440,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2,459.4558,C20H25N7O6
C00441,N[C@@H](CC=O)C(=O)O,1,117.1033,C4H7NO3
C00444,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,12,0.0,C10H19O16P3R2(C5H8O6PR)n
C00445,Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CC1CN2,1,456.432,C20H22N7O6
C00446,O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,5,260.1358,C6H13O9P
C00447,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,4,370.1417,C7H16O13P2
C00448,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,0,382.3261,C15H28O7P2
C00449,N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O,2,276.2863,C11H20N2O6
C00450,O=C(O)[C@@H]1CCCC=N1,1,127.1412,C6H9NO2
C00451,O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O,2,192.1235,C6H8O7
C00454,*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,4,0.0,C5H11O10P2R
C00455,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1,4,334.2192,C11H15N2O8P
C00458,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,3,467.1569,C9H16N3O13P3
C00459,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,3,482.1683,C10H17N2O14P3
C00460,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,3,468.1417,C9H15N2O14P3
C00461,*O[C@@H]1[C@@H](CO)O[C@@H](*)[C@H](NC(C)=O)[C@H]1O,5,0.0,(C8H13NO5)n
C00462,,0,0.0,HX
C00463,c1ccc2[nH]ccc2c1,0,117.1479,C8H7N
C00466,CC(=O)C(C)O,0,88.1051,C4H8O2
C00468,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,4,270.3661,C18H22O2
C00469,CCO,0,46.0684,C2H6O
C00470,O=C(O)[C@H]1O[C@H](O[C@H]2[C@@H](C(=O)O)O[C@H](O[C@H]3[C@@H](C(=O)O)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,14,0.0,C12H18O13(C6H8O6)n-2
C00472,O=C1C=CC(=O)C=C1,0,108.0948,C6H4O2
C00473,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,0,286.4516,C20H30O
C00474,OC[C@H](O)[C@H](O)[C@H](O)CO,3,152.1458,C5H12O5
C00475,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,4,243.2166,C9H13N3O5
C00476,OC1OC[C@@H](O)[C@H](O)[C@@H]1O,3,150.1299,C5H10O5
C00477,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,10,464.6347,C27H44O6
C00478,OC[C@@H]1OC=C(O)[C@H](O)[C@H]1O,3,162.1406,C6H10O5
C00479,CCC=O,0,58.0791,C3H6O
C00480,*C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](OC[C@H]4O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O*)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,30,0.0,(C36H60O30)n
C00481,c1cn[nH]c1,0,68.0773,C3H4N2
C00482,COc1cc(/C=C/C(=O)O)cc(OC)c1O,0,224.21,C11H12O5
C00483,NCCc1ccc(O)cc1,0,137.179,C8H11NO
C00484,*C(=O)Nc1ccccc1,0,0.0,C7H6NOR
C00486,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,0,584.6621,C33H36N4O6
C00487,C[N+](C)(C)CC(O)CC(=O)O,0,162.2068,C7H16NO3
C00488,NC=O,0,45.0406,CH3NO
C00489,O=C(O)CCCC(=O)O,0,132.1146,C5H8O4
C00490,C=C(CC(=O)O)C(=O)O,0,130.0987,C5H6O4
C00491,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,2,240.3005,C6H12N2O4S2
C00492,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,14,504.4371,C18H32O16
C00493,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,3,174.1513,C7H10O5
C00494,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,11,447.5264,C19H37N5O7
C00495,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1O,0,332.3047,C17H16O7
